month,city,bedrooms,area_sqm,rent_eur,rent_per_sqm
2025-09-01,Porto,1,67,1184.44,17.68
2025-09-01,Porto,2,94,1090.6,11.6
2025-09-01,Porto,2,98,1388.09,14.16
2025-09-01,Porto,2,79,1485.61,18.81
2025-09-01,Porto,4,141,1680.26,11.92
2025-09-01,Porto,2,101,1373.25,13.6
2025-09-01,Porto,3,122,1281.84,10.51
2025-09-01,Porto,1,51,1311.84,25.72
2025-09-01,Porto,1,68,1183.0,17.4
2025-09-01,Porto,3,102,1344.34,13.18
2025-09-01,Porto,2,82,1164.43,14.2
2025-10-01,Porto,2,96,1141.83,11.89
2025-10-01,Porto,2,111,1182.5,10.65
2025-10-01,Porto,3,112,1572.08,14.04
2025-10-01,Porto,1,61,1198.68,19.65
2025-10-01,Porto,2,87,1138.52,13.09
2025-10-01,Porto,1,79,1054.26,13.35
2025-10-01,Porto,2,86,1159.65,13.48
2025-10-01,Porto,2,80,1263.67,15.8
2025-10-01,Porto,2,91,1461.17,16.06
2025-10-01,Porto,4,131,1310.75,10.01
2025-10-01,Porto,3,112,1485.17,13.26
2025-10-01,Porto,4,123,1176.27,9.56
2025-10-01,Porto,3,116,1433.5,12.36
2025-10-01,Porto,1,49,1143.9,23.34
2025-10-01,Porto,3,117,1376.51,11.77
2025-10-01,Porto,3,101,1464.21,14.5
2025-10-01,Porto,2,91,1333.42,14.65
2025-10-01,Porto,3,98,1335.05,13.62
2025-10-01,Porto,2,113,1134.65,10.04
2025-10-01,Porto,1,68,1150.57,16.92
2025-10-01,Porto,2,85,1279.51,15.05
2025-10-01,Porto,3,132,1612.97,12.22
2025-10-01,Porto,4,129,1532.23,11.88
2025-10-01,Porto,3,111,1449.11,13.06
2025-10-01,Porto,1,78,1216.86,15.6
2025-11-01,Porto,3,95,1443.1,15.19
2025-11-01,Porto,1,60,1121.8,18.7
2025-11-01,Porto,2,111,1389.35,12.52
2025-11-01,Porto,1,74,1341.26,18.13
2025-11-01,Porto,1,58,1091.38,18.82
2025-11-01,Porto,2,88,1343.65,15.27
2025-11-01,Porto,2,81,1525.7,18.84
2025-11-01,Porto,1,75,1263.15,16.84
2025-11-01,Porto,1,57,1108.85,19.45
2025-11-01,Porto,2,84,1303.87,15.52
2025-11-01,Porto,3,138,1444.26,10.47
2025-11-01,Porto,3,104,1350.16,12.98
2025-11-01,Porto,3,87,1471.22,16.91
2025-11-01,Porto,2,84,1232.05,14.67
2025-11-01,Porto,1,67,861.16,12.85
2025-11-01,Porto,3,109,1258.29,11.54
2025-11-01,Porto,4,125,1524.13,12.19
2025-11-01,Porto,1,66,1365.06,20.68
2025-11-01,Porto,4,141,1696.44,12.03
2025-11-01,Porto,1,69,1399.13,20.28
2025-11-01,Porto,2,90,1360.54,15.12
2025-11-01,Porto,2,92,1114.31,12.11
2025-11-01,Porto,2,91,1170.17,12.86
2025-11-01,Porto,2,90,1338.8,14.88
2025-11-01,Porto,2,99,1303.4,13.17
2025-12-01,Porto,2,74,1296.82,17.52
2025-12-01,Porto,1,78,1096.35,14.06
2025-12-01,Porto,1,55,1114.67,20.27
2025-12-01,Porto,2,87,1402.31,16.12
2025-12-01,Porto,3,109,1411.34,12.95
2025-12-01,Porto,1,59,1125.22,19.07
2025-12-01,Porto,2,75,1388.79,18.52
2025-12-01,Porto,2,89,1485.7,16.69
2025-12-01,Porto,3,91,1524.22,16.75
2025-12-01,Porto,2,83,1362.6,16.42
2025-12-01,Porto,4,150,1626.94,10.85
2025-12-01,Porto,3,103,1218.59,11.83
2025-12-01,Porto,1,61,1027.74,16.85
2025-12-01,Porto,2,104,1316.44,12.66
2025-12-01,Porto,2,94,1317.45,14.02
2025-12-01,Porto,2,81,1281.46,15.82
2025-12-01,Porto,3,111,1467.35,13.22
2025-12-01,Porto,1,74,1200.44,16.22
2025-12-01,Porto,1,62,1242.05,20.03
2025-12-01,Porto,2,91,1311.21,14.41
2025-12-01,Porto,1,85,1049.32,12.34
2025-12-01,Porto,1,61,1175.39,19.27
2025-12-01,Porto,2,105,1283.89,12.23
2025-12-01,Porto,3,126,1374.46,10.91
2025-12-01,Porto,1,77,1261.62,16.38
2024-01-01,Braga,3,119,1071.92,9.01
2024-01-01,Braga,2,87,755.7,8.69
2024-01-01,Braga,1,50,807.84,16.16
2024-01-01,Braga,3,120,1224.62,10.21
2024-01-01,Braga,4,150,1328.09,8.85
2024-01-01,Braga,2,75,777.3,10.36
2024-01-01,Braga,2,80,1120.92,14.01
2024-01-01,Braga,3,100,1115.37,11.15
2024-01-01,Braga,2,89,1093.18,12.28
2024-01-01,Braga,3,112,1111.67,9.93
2024-01-01,Braga,3,115,1105.79,9.62
2024-01-01,Braga,1,74,818.75,11.06
2024-01-01,Braga,1,63,877.13,13.92
2024-01-01,Braga,3,116,1036.06,8.93
2024-01-01,Braga,3,135,1198.61,8.88
2024-01-01,Braga,3,92,900.22,9.79
2024-01-01,Braga,1,67,819.23,12.23
2024-01-01,Braga,3,124,1365.05,11.01
2024-01-01,Braga,2,102,994.4,9.75
2024-01-01,Braga,2,89,1238.73,13.92
2024-01-01,Braga,2,83,1108.95,13.36
2024-01-01,Braga,2,78,931.01,11.94
2024-01-01,Braga,2,89,1108.48,12.45
2024-01-01,Braga,3,124,1098.21,8.86
2024-01-01,Braga,2,92,952.4,10.35
2024-02-01,Braga,1,62,616.61,9.95
2024-02-01,Braga,2,85,763.0,8.98
2024-02-01,Braga,2,64,924.8,14.45
2024-02-01,Braga,1,68,796.56,11.71
2024-02-01,Braga,3,101,1091.41,10.81
2024-02-01,Braga,2,78,1004.8,12.88
2024-02-01,Braga,2,87,1284.74,14.77
2024-02-01,Braga,2,85,933.7,10.98
2024-02-01,Braga,1,55,939.17,17.08
2024-02-01,Braga,2,82,900.03,10.98
2024-02-01,Braga,2,67,909.82,13.58
2024-02-01,Braga,3,113,1292.87,11.44
2024-02-01,Braga,3,117,1334.74,11.41
2024-02-01,Braga,1,67,848.51,12.66
2024-02-01,Braga,2,89,885.72,9.95
2024-02-01,Braga,1,57,919.35,16.13
2024-02-01,Braga,3,108,1163.56,10.77
2024-02-01,Braga,4,134,1149.84,8.58
2024-02-01,Braga,1,68,772.47,11.36
2024-02-01,Braga,3,126,1044.5,8.29
2024-02-01,Braga,3,115,1174.46,10.21
2024-02-01,Braga,1,67,870.69,13.0
2024-02-01,Braga,1,71,905.24,12.75
2024-02-01,Braga,3,111,983.82,8.86
2024-02-01,Braga,3,120,857.75,7.15
2024-03-01,Braga,2,100,1172.62,11.73
2024-03-01,Braga,1,68,803.06,11.81
2024-03-01,Braga,1,70,686.93,9.81
2024-03-01,Braga,1,63,836.1,13.27
2024-03-01,Braga,3,120,1040.72,8.67
2024-03-01,Braga,2,92,958.24,10.42
2024-03-01,Braga,1,55,673.34,12.24
2024-03-01,Braga,2,89,813.7,9.14
2024-03-01,Braga,2,91,876.49,9.63
2024-03-01,Braga,2,100,892.87,8.93
2024-03-01,Braga,1,67,893.32,13.33
2024-03-01,Braga,3,79,947.22,11.99
2024-03-01,Braga,1,71,622.34,8.77
2024-03-01,Braga,3,97,1125.5,11.6
2024-03-01,Braga,2,97,1113.69,11.48
2024-03-01,Braga,2,99,929.46,9.39
2024-03-01,Braga,2,95,816.55,8.6
2024-03-01,Braga,2,99,1072.85,10.84
2024-03-01,Braga,2,97,704.14,7.26
2024-03-01,Braga,2,86,1136.97,13.22
2024-03-01,Braga,2,92,901.74,9.8
2024-03-01,Braga,2,92,1022.59,11.12
2024-03-01,Braga,2,88,951.58,10.81
2024-03-01,Braga,3,122,1114.56,9.14
2024-03-01,Braga,1,68,1194.44,17.57
2024-04-01,Braga,2,53,988.23,18.65
2024-04-01,Braga,3,108,1040.19,9.63
2024-04-01,Braga,1,73,710.7,9.74
2024-04-01,Braga,3,110,978.45,8.89
2024-04-01,Braga,2,70,907.82,12.97
2024-04-01,Braga,4,158,1130.95,7.16
2024-04-01,Braga,4,126,1279.22,10.15
2024-04-01,Braga,1,94,1042.9,11.09
2024-04-01,Braga,3,100,1311.12,13.11
2024-04-01,Braga,2,81,925.78,11.43
2024-04-01,Braga,1,61,829.7,13.6
2024-04-01,Braga,1,62,695.23,11.21
2024-04-01,Braga,3,113,1109.44,9.82
2024-04-01,Braga,3,105,1150.5,10.96
2024-04-01,Braga,2,79,991.56,12.55
2024-04-01,Braga,1,57,857.97,15.05
2024-04-01,Braga,3,95,1121.9,11.81
2024-04-01,Braga,3,117,945.7,8.08
2024-04-01,Braga,2,105,1250.07,11.91
2024-04-01,Braga,2,74,1038.64,14.04
2024-04-01,Braga,2,92,879.61,9.56
2024-04-01,Braga,3,106,1193.94,11.26
2024-04-01,Braga,2,93,1008.13,10.84
2024-04-01,Braga,3,117,1064.29,9.1
2024-04-01,Braga,2,109,998.46,9.16
2024-05-01,Braga,1,68,836.67,12.3
2024-05-01,Braga,2,91,919.26,10.1
2024-05-01,Braga,1,57,879.04,15.42
2024-05-01,Braga,2,86,723.91,8.42
2024-05-01,Braga,2,90,855.88,9.51
2024-05-01,Braga,1,50,1000.9,20.02
2024-05-01,Braga,2,61,1008.18,16.53
2024-05-01,Braga,2,82,889.1,10.84
2024-05-01,Braga,2,83,743.63,8.96
2024-05-01,Braga,2,86,889.85,10.35
2024-05-01,Braga,2,98,816.2,8.33
2024-05-01,Braga,2,81,916.7,11.32
2024-05-01,Braga,3,103,1106.15,10.74
2024-05-01,Braga,1,73,762.87,10.45
2024-05-01,Braga,1,77,648.86,8.43
2024-05-01,Braga,1,55,728.15,13.24
2024-05-01,Braga,3,104,946.82,9.1
2024-05-01,Braga,1,78,613.8,7.87
2024-05-01,Braga,1,74,827.97,11.19
2024-05-01,Braga,2,96,1023.93,10.67
2024-05-01,Braga,2,94,819.15,8.71
2024-05-01,Braga,3,116,997.77,8.6
2024-05-01,Braga,3,137,1076.71,7.86
2024-05-01,Braga,1,61,876.1,14.36
2024-05-01,Braga,1,66,870.67,13.19
2024-06-01,Braga,2,67,953.49,14.23
2024-06-01,Braga,3,108,1087.73,10.07
2024-06-01,Braga,1,55,632.64,11.5
2024-06-01,Braga,1,55,885.35,16.1
2024-06-01,Braga,2,83,931.21,11.22
2024-06-01,Braga,2,82,851.97,10.39
2024-06-01,Braga,1,79,886.7,11.22
2024-06-01,Braga,3,109,843.42,7.74
2024-06-01,Braga,2,84,868.65,10.34
2024-06-01,Braga,1,62,999.02,16.11
2024-06-01,Braga,4,121,1162.65,9.61
2024-06-01,Braga,1,76,888.92,11.7
2024-06-01,Braga,2,95,912.47,9.6
2024-06-01,Braga,2,88,878.73,9.99
2024-06-01,Braga,2,103,934.73,9.08
2024-06-01,Braga,2,81,890.46,10.99
2024-06-01,Braga,2,78,1096.93,14.06
2024-06-01,Braga,2,78,980.71,12.57
2024-06-01,Braga,3,115,1355.41,11.79
2024-06-01,Braga,2,95,993.18,10.45
2024-06-01,Braga,2,87,878.54,10.1
2024-06-01,Braga,2,85,872.38,10.26
2024-06-01,Braga,2,90,960.35,10.67
2024-06-01,Braga,2,66,1155.47,17.51
2024-06-01,Braga,2,91,913.55,10.04
2024-07-01,Braga,2,104,1236.31,11.89
2024-07-01,Braga,2,93,1002.41,10.78
2024-07-01,Braga,1,41,924.03,22.54
2024-07-01,Braga,2,60,948.13,15.8
2024-07-01,Braga,2,81,1097.8,13.55
2024-07-01,Braga,2,88,1010.66,11.48
2024-07-01,Braga,2,80,1112.91,13.91
2024-07-01,Braga,2,93,1012.31,10.89
2024-07-01,Braga,3,105,1323.7,12.61
2024-07-01,Braga,2,109,835.75,7.67
2024-07-01,Braga,2,84,1013.13,12.06
2024-07-01,Braga,3,115,1273.65,11.08
2024-07-01,Braga,1,57,877.09,15.39
2024-07-01,Braga,2,86,870.38,10.12
2024-07-01,Braga,3,106,1300.39,12.27
2024-07-01,Braga,1,74,947.5,12.8
2024-07-01,Braga,3,115,1365.68,11.88
2024-07-01,Braga,2,99,1085.13,10.96
2024-07-01,Braga,3,113,1186.15,10.5
2024-07-01,Braga,4,116,1267.15,10.92
2024-07-01,Braga,2,84,1163.48,13.85
2024-07-01,Braga,2,72,1098.44,15.26
2024-07-01,Braga,2,65,1113.07,17.12
2024-07-01,Braga,1,72,817.48,11.35
2024-07-01,Braga,2,74,959.62,12.97
2024-08-01,Braga,2,92,939.88,10.22
2024-08-01,Braga,3,112,1170.28,10.45
2024-08-01,Braga,1,62,903.92,14.58
2024-08-01,Braga,3,81,1204.05,14.86
2024-08-01,Braga,2,95,832.71,8.77
2024-08-01,Braga,3,97,1216.8,12.54
2024-08-01,Braga,4,121,1309.46,10.82
2024-08-01,Braga,3,99,1237.87,12.5
2024-08-01,Braga,1,75,990.33,13.2
2024-08-01,Braga,3,108,1035.75,9.59
2024-08-01,Braga,1,60,823.7,13.73
2024-08-01,Braga,1,81,931.77,11.5
2024-08-01,Braga,1,58,641.06,11.05
2024-08-01,Braga,2,79,964.42,12.21
2024-08-01,Braga,1,56,684.71,12.23
2024-08-01,Braga,2,84,1011.69,12.04
2024-08-01,Braga,2,97,789.12,8.14
2024-08-01,Braga,2,90,987.28,10.97
2024-08-01,Braga,3,113,1030.05,9.12
2024-08-01,Braga,2,103,908.49,8.82
2024-08-01,Braga,2,88,853.03,9.69
2024-08-01,Braga,1,62,1068.32,17.23
2024-08-01,Braga,2,91,723.08,7.95
2024-08-01,Braga,2,90,913.56,10.15
2024-08-01,Braga,2,91,862.27,9.48
2024-09-01,Braga,2,103,975.37,9.47
2024-09-01,Braga,1,64,996.1,15.56
2024-09-01,Braga,1,73,796.86,10.92
2024-09-01,Braga,2,82,931.29,11.36
2024-09-01,Braga,1,50,948.1,18.96
2024-09-01,Braga,4,141,1071.96,7.6
2024-09-01,Braga,2,79,1025.53,12.98
2024-09-01,Braga,1,51,771.54,15.13
2024-09-01,Braga,3,108,1383.01,12.81
2024-09-01,Braga,2,77,857.69,11.14
2024-09-01,Braga,3,110,1008.49,9.17
2024-09-01,Braga,1,57,923.47,16.2
2024-09-01,Braga,1,73,872.91,11.96
2024-09-01,Braga,2,72,1100.38,15.28
2024-09-01,Braga,2,83,1162.73,14.01
2024-09-01,Braga,1,76,923.51,12.15
2024-09-01,Braga,2,87,880.87,10.12
2024-09-01,Braga,2,99,938.94,9.48
2024-09-01,Braga,2,76,1106.41,14.56
2024-09-01,Braga,1,52,855.88,16.46
2024-09-01,Braga,1,51,745.78,14.62
2024-09-01,Braga,2,114,917.56,8.05
2024-09-01,Braga,3,114,1048.36,9.2
2024-09-01,Braga,2,83,958.49,11.55
2024-09-01,Braga,2,88,1121.88,12.75
2024-10-01,Braga,2,102,1085.44,10.64
2024-10-01,Braga,2,81,946.79,11.69
2024-10-01,Braga,1,63,908.98,14.43
2024-10-01,Braga,1,73,777.57,10.65
2024-10-01,Braga,4,130,1355.53,10.43
2024-10-01,Braga,2,95,986.45,10.38
2024-10-01,Braga,1,47,1098.54,23.37
2024-10-01,Braga,3,120,1094.62,9.12
2024-10-01,Braga,1,60,858.66,14.31
2024-10-01,Braga,2,94,1147.59,12.21
2024-10-01,Braga,3,114,1352.78,11.87
2024-10-01,Braga,1,79,945.73,11.97
2024-10-01,Braga,1,69,955.41,13.85
2024-10-01,Braga,1,71,1002.5,14.12
2024-10-01,Braga,2,53,1228.18,23.17
2024-10-01,Braga,2,79,863.87,10.94
2024-10-01,Braga,1,60,794.19,13.24
2024-10-01,Braga,3,117,1393.95,11.91
2024-10-01,Braga,3,124,1080.94,8.72
2024-10-01,Braga,1,65,903.61,13.9
2024-10-01,Braga,1,59,834.66,14.15
2024-10-01,Braga,2,102,1018.76,9.99
2024-10-01,Braga,1,63,702.63,11.15
2024-10-01,Braga,3,114,1094.81,9.6
2024-10-01,Braga,1,72,923.39,12.82
2024-11-01,Braga,1,63,948.28,15.05
2024-11-01,Braga,2,85,1086.61,12.78
2024-11-01,Braga,1,64,1044.29,16.32
2024-11-01,Braga,1,83,954.6,11.5
2024-11-01,Braga,3,103,1411.13,13.7
2024-11-01,Braga,2,105,973.4,9.27
2024-11-01,Braga,2,106,873.64,8.24
2024-11-01,Braga,2,63,991.82,15.74
2024-11-01,Braga,2,86,1395.07,16.22
2024-11-01,Braga,1,49,967.25,19.74
2024-11-01,Braga,4,128,1278.18,9.99
2024-11-01,Braga,3,94,1000.93,10.65
2024-11-01,Braga,1,68,802.89,11.81
2024-11-01,Braga,2,87,1130.2,12.99
2024-11-01,Braga,2,108,924.54,8.56
2024-11-01,Braga,2,84,1091.43,12.99
2024-11-01,Braga,1,90,675.22,7.5
2024-11-01,Braga,1,68,966.82,14.22
2024-11-01,Braga,1,77,800.1,10.39
2024-11-01,Braga,2,111,899.65,8.1
2024-11-01,Braga,4,137,1198.68,8.75
2024-11-01,Braga,2,86,760.81,8.85
2024-11-01,Braga,2,85,875.33,10.3
2024-11-01,Braga,3,108,1052.35,9.74
2024-11-01,Braga,2,93,1024.52,11.02
2024-12-01,Braga,3,112,1133.41,10.12
2024-12-01,Braga,1,63,975.31,15.48
2024-12-01,Braga,2,86,1107.98,12.88
2024-12-01,Braga,4,121,1227.34,10.14
2024-12-01,Braga,2,90,984.2,10.94
2024-12-01,Braga,2,85,1310.52,15.42
2024-12-01,Braga,1,54,878.37,16.27
2024-12-01,Braga,2,79,1358.26,17.19
2024-12-01,Braga,1,72,839.96,11.67
2024-12-01,Braga,2,86,944.9,10.99
2024-12-01,Braga,1,46,751.43,16.34
2024-12-01,Braga,2,105,971.31,9.25
2024-12-01,Braga,1,67,1068.51,15.95
2024-12-01,Braga,2,97,994.14,10.25
2024-12-01,Braga,1,57,903.17,15.85
2024-12-01,Braga,3,98,973.55,9.93
2024-12-01,Braga,2,90,921.6,10.24
2024-12-01,Braga,3,88,1091.82,12.41
2024-12-01,Braga,2,97,1008.7,10.4
2024-12-01,Braga,2,79,1231.18,15.58
2024-12-01,Braga,4,134,1596.79,11.92
2024-12-01,Braga,1,51,807.75,15.84
2024-12-01,Braga,2,116,983.45,8.48
2024-12-01,Braga,2,78,1168.2,14.98
2024-12-01,Braga,1,61,656.15,10.76
2025-01-01,Braga,2,109,1124.55,10.32
2025-01-01,Braga,1,89,1169.58,13.14
2025-01-01,Braga,1,66,839.33,12.72
2025-01-01,Braga,4,115,1081.25,9.4
2025-01-01,Braga,4,146,1072.02,7.34
2025-01-01,Braga,1,58,1140.86,19.67
2025-01-01,Braga,3,92,1321.89,14.37
2025-01-01,Braga,4,122,1231.89,10.1
2025-01-01,Braga,3,109,1169.02,10.72
2025-01-01,Braga,2,67,959.49,14.32
2025-01-01,Braga,2,86,992.43,11.54
2025-01-01,Braga,2,81,1218.16,15.04
2025-01-01,Braga,4,141,1281.12,9.09
2025-01-01,Braga,3,102,1109.27,10.88
2025-01-01,Braga,2,82,1078.09,13.15
2025-01-01,Braga,2,115,1071.16,9.31
2025-01-01,Braga,3,124,1128.5,9.1
2025-01-01,Braga,3,128,1089.32,8.51
2025-01-01,Braga,2,81,1035.35,12.78
2025-01-01,Braga,2,102,1151.38,11.29
2025-01-01,Braga,1,96,867.55,9.04
2025-01-01,Braga,2,72,1226.62,17.04
2025-01-01,Braga,3,112,1084.47,9.68
2025-01-01,Braga,1,57,976.25,17.13
2025-01-01,Braga,2,94,1079.13,11.48
2025-02-01,Braga,2,71,839.05,11.82
2025-02-01,Braga,3,128,1334.22,10.42
2025-02-01,Braga,3,111,1054.0,9.5
2025-02-01,Braga,1,59,1092.4,18.52
2025-02-01,Braga,1,55,879.07,15.98
2025-02-01,Braga,4,126,1290.35,10.24
2025-02-01,Braga,1,71,953.04,13.42
2025-02-01,Braga,4,126,1132.63,8.99
2025-02-01,Braga,2,87,1146.11,13.17
2025-02-01,Braga,1,70,1022.0,14.6
2025-02-01,Braga,2,85,1254.01,14.75
2025-02-01,Braga,4,110,1365.58,12.41
2025-02-01,Braga,2,97,950.29,9.8
2025-02-01,Braga,1,60,920.41,15.34
2025-02-01,Braga,2,86,887.17,10.32
2025-02-01,Braga,1,69,709.85,10.29
2025-02-01,Braga,3,108,1181.03,10.94
2025-02-01,Braga,2,92,1191.48,12.95
2025-02-01,Braga,2,101,1055.98,10.46
2025-02-01,Braga,1,71,1081.29,15.23
2025-02-01,Braga,3,105,1076.64,10.25
2025-02-01,Braga,2,79,903.22,11.43
2025-02-01,Braga,2,70,1298.1,18.54
2025-02-01,Braga,1,89,972.41,10.93
2025-02-01,Braga,1,48,920.61,19.18
2025-03-01,Braga,2,107,1080.65,10.1
2025-03-01,Braga,2,77,934.16,12.13
2025-03-01,Braga,1,86,950.47,11.05
2025-03-01,Braga,1,85,797.79,9.39
2025-03-01,Braga,3,116,1052.84,9.08
2025-03-01,Braga,1,58,1109.17,19.12
2025-03-01,Braga,3,112,1130.13,10.09
2025-03-01,Braga,3,111,1093.47,9.85
2025-03-01,Braga,2,93,992.31,10.67
2025-03-01,Braga,2,86,1003.72,11.67
2025-03-01,Braga,3,120,934.8,7.79
2025-03-01,Braga,2,90,1124.3,12.49
2025-03-01,Braga,1,58,806.13,13.9
2025-03-01,Braga,2,86,1135.9,13.21
2025-03-01,Braga,2,96,737.17,7.68
2025-03-01,Braga,2,103,1022.77,9.93
2025-03-01,Braga,2,81,651.36,8.04
2025-03-01,Braga,2,101,969.26,9.6
2025-03-01,Braga,2,61,832.99,13.66
2025-03-01,Braga,1,74,756.33,10.22
2025-03-01,Braga,1,66,769.5,11.66
2025-03-01,Braga,4,131,1359.44,10.38
2025-03-01,Braga,4,143,1083.04,7.57
2025-03-01,Braga,3,107,1153.66,10.78
2025-03-01,Braga,1,59,532.69,9.03
2025-04-01,Braga,3,114,977.04,8.57
2025-04-01,Braga,3,105,1115.53,10.62
2025-04-01,Braga,2,95,946.02,9.96
2025-04-01,Braga,2,102,1026.75,10.07
2025-04-01,Braga,2,97,963.21,9.93
2025-04-01,Braga,3,114,969.62,8.51
2025-04-01,Braga,3,101,1281.21,12.69
2025-04-01,Braga,4,137,1081.1,7.89
2025-04-01,Braga,2,100,896.96,8.97
2025-04-01,Braga,1,39,729.69,18.71
2025-04-01,Braga,4,137,1244.0,9.08
2025-04-01,Braga,4,119,1316.02,11.06
2025-04-01,Braga,2,107,1025.98,9.59
2025-04-01,Braga,2,72,1003.11,13.93
2025-04-01,Braga,2,84,986.87,11.75
2025-04-01,Braga,3,129,1188.85,9.22
2025-04-01,Braga,2,96,1190.97,12.41
2025-04-01,Braga,1,64,903.64,14.12
2025-04-01,Braga,2,98,1066.26,10.88
2025-04-01,Braga,3,104,1285.1,12.36
2025-04-01,Braga,2,97,1067.44,11.0
2025-04-01,Braga,1,56,955.79,17.07
2025-04-01,Braga,3,95,1231.7,12.97
2025-04-01,Braga,2,83,1055.17,12.71
2025-04-01,Braga,1,67,938.65,14.01
2025-05-01,Braga,2,95,955.66,10.06
2025-05-01,Braga,2,87,902.73,10.38
2025-05-01,Braga,1,80,881.81,11.02
2025-05-01,Braga,1,77,880.98,11.44
2025-05-01,Braga,3,122,1210.68,9.92
2025-05-01,Braga,2,68,948.67,13.95
2025-05-01,Braga,3,138,1408.74,10.21
2025-05-01,Braga,3,101,1086.92,10.76
2025-05-01,Braga,1,57,1129.05,19.81
2025-05-01,Braga,1,65,1035.67,15.93
2025-05-01,Braga,4,133,1152.41,8.66
2025-05-01,Braga,2,81,972.06,12.0
2025-05-01,Braga,2,91,1026.42,11.28
2025-05-01,Braga,1,56,1023.61,18.28
2025-05-01,Braga,3,105,1071.68,10.21
2025-05-01,Braga,3,133,1166.77,8.77
2025-05-01,Braga,2,100,993.65,9.94
2025-05-01,Braga,2,81,1221.5,15.08
2025-05-01,Braga,3,127,1038.6,8.18
2025-05-01,Braga,3,127,1196.86,9.42
2025-05-01,Braga,1,63,968.42,15.37
2025-05-01,Braga,2,70,842.09,12.03
2025-05-01,Braga,2,98,845.72,8.63
2025-05-01,Braga,1,73,1196.87,16.4
2025-05-01,Braga,1,71,1111.69,15.66
2025-06-01,Braga,3,105,1031.2,9.82
2025-06-01,Braga,2,88,1082.75,12.3
2025-06-01,Braga,1,64,943.72,14.75
2025-06-01,Braga,3,130,1204.13,9.26
2025-06-01,Braga,2,67,1149.31,17.15
2025-06-01,Braga,2,99,1241.66,12.54
2025-06-01,Braga,4,139,1468.04,10.56
2025-06-01,Braga,3,85,1069.03,12.58
2025-06-01,Braga,2,95,1113.73,11.72
2025-06-01,Braga,1,63,1044.09,16.57
2025-06-01,Braga,2,90,1012.55,11.25
2025-06-01,Braga,4,132,1306.77,9.9
2025-06-01,Braga,1,75,951.16,12.68
2025-06-01,Braga,2,84,872.28,10.38
2025-06-01,Braga,2,90,1124.6,12.5
2025-06-01,Braga,2,110,1152.37,10.48
2025-06-01,Braga,2,100,1022.56,10.23
2025-06-01,Braga,2,101,916.77,9.08
2025-06-01,Braga,3,103,1403.67,13.63
2025-06-01,Braga,2,107,964.47,9.01
2025-06-01,Braga,1,76,1026.07,13.5
2025-06-01,Braga,2,83,1071.03,12.9
2025-06-01,Braga,4,124,1374.43,11.08
2025-06-01,Braga,2,91,1070.99,11.77
2025-06-01,Braga,3,107,1198.84,11.2
2025-07-01,Braga,2,107,1196.29,11.18
2025-07-01,Braga,3,101,1077.88,10.67
2025-07-01,Braga,2,76,1079.8,14.21
2025-07-01,Braga,2,85,934.71,11.0
2025-07-01,Braga,3,104,1092.77,10.51
2025-07-01,Braga,1,66,876.91,13.29
2025-07-01,Braga,1,75,900.2,12.0
2025-07-01,Braga,3,95,1337.27,14.08
2025-07-01,Braga,3,110,1094.91,9.95
2025-07-01,Braga,3,90,1085.84,12.06
2025-07-01,Braga,2,77,863.7,11.22
2025-07-01,Braga,3,106,1140.08,10.76
2025-07-01,Braga,2,101,1227.4,12.15
2025-07-01,Braga,1,47,833.74,17.74
2025-07-01,Braga,3,105,1296.9,12.35
2025-07-01,Braga,3,129,1320.55,10.24
2025-07-01,Braga,3,106,1172.33,11.06
2025-07-01,Braga,3,92,1376.33,14.96
2025-07-01,Braga,1,62,1114.6,17.98
2025-07-01,Braga,3,88,1315.96,14.95
2025-07-01,Braga,2,86,1091.8,12.7
2025-07-01,Braga,3,121,1260.51,10.42
2025-07-01,Braga,4,123,1343.25,10.92
2025-07-01,Braga,4,151,1122.67,7.43
2025-07-01,Braga,1,51,850.08,16.67
2025-08-01,Braga,2,82,1218.75,14.86
2025-08-01,Braga,2,83,1052.63,12.68
2025-08-01,Braga,3,121,1041.96,8.61
2025-08-01,Braga,4,138,1355.94,9.83
2025-08-01,Braga,3,119,1074.19,9.03
2025-08-01,Braga,3,117,1042.85,8.91
2025-08-01,Braga,2,82,1090.78,13.3
2025-08-01,Braga,2,75,888.75,11.85
2025-08-01,Braga,3,114,1203.72,10.56
2025-08-01,Braga,1,59,973.92,16.51
2025-08-01,Braga,1,63,1280.01,20.32
2025-08-01,Braga,2,85,1001.96,11.79
2025-08-01,Braga,2,101,1172.26,11.61
2025-08-01,Braga,2,71,919.82,12.96
2025-08-01,Braga,2,87,1159.91,13.33
2025-08-01,Braga,2,100,1118.04,11.18
2025-08-01,Braga,2,63,909.54,14.44
2025-08-01,Braga,3,110,1330.34,12.09
2025-08-01,Braga,4,131,1230.49,9.39
2025-08-01,Braga,2,99,998.48,10.09
2025-08-01,Braga,4,124,1583.69,12.77
2025-08-01,Braga,3,98,1220.18,12.45
2025-08-01,Braga,2,86,1178.94,13.71
2025-08-01,Braga,4,140,1307.86,9.34
2025-08-01,Braga,1,66,972.89,14.74
2025-09-01,Braga,3,113,1182.42,10.46
2025-09-01,Braga,3,107,1154.46,10.79
2025-09-01,Braga,1,69,1089.69,15.79
2025-09-01,Braga,3,88,1282.4,14.57
2025-09-01,Braga,3,106,1058.11,9.98
2025-09-01,Braga,2,101,1196.26,11.84
