date,city,temperature_c,humidity_percent,rainfall_mm
2023-03-06,Vila Real,11.2,66.4,3.2
2023-03-07,Vila Real,14.4,80.6,2.9
2023-03-08,Vila Real,13.6,72.9,6.1
2023-03-09,Vila Real,10.4,85.4,9.3
2023-03-10,Vila Real,10.7,75.3,2.6
2023-03-11,Vila Real,13.0,66.2,2.3
2023-03-12,Vila Real,8.9,77.7,2.6
2023-03-13,Vila Real,11.5,70.0,1.2
2023-03-14,Vila Real,12.3,77.8,3.5
2023-03-15,Vila Real,13.4,65.5,1.0
2023-03-16,Vila Real,10.3,76.3,6.8
2023-03-17,Vila Real,10.8,78.3,4.3
2023-03-18,Vila Real,12.5,74.9,1.6
2023-03-19,Vila Real,16.1,78.1,3.5
2023-03-20,Vila Real,11.9,67.6,0.5
2023-03-21,Vila Real,14.8,70.4,1.3
2023-03-22,Vila Real,16.4,76.9,3.2
2023-03-23,Vila Real,19.5,67.0,2.6
2023-03-24,Vila Real,11.7,76.1,3.6
2023-03-25,Vila Real,12.6,64.4,0.2
2023-03-26,Vila Real,16.1,74.3,4.4
2023-03-27,Vila Real,12.5,67.6,1.0
2023-03-28,Vila Real,12.2,69.4,3.4
2023-03-29,Vila Real,19.0,73.6,2.8
2023-03-30,Vila Real,11.2,54.0,1.3
2023-03-31,Vila Real,15.2,60.4,1.5
2023-04-01,Vila Real,12.2,78.9,2.9
2023-04-02,Vila Real,13.2,71.2,1.3
2023-04-03,Vila Real,15.8,74.4,1.7
2023-04-04,Vila Real,17.0,66.6,0.5
2023-04-05,Vila Real,17.6,63.6,0.7
2023-04-06,Vila Real,11.8,65.1,2.0
2023-04-07,Vila Real,19.0,65.1,0.9
2023-04-08,Vila Real,18.2,59.5,0.9
2023-04-09,Vila Real,15.0,66.3,0.9
2023-04-10,Vila Real,16.3,69.6,1.2
2023-04-11,Vila Real,15.8,63.4,2.0
2023-04-12,Vila Real,17.8,81.6,0.4
2023-04-13,Vila Real,15.7,74.4,1.9
2023-04-14,Vila Real,16.6,63.0,0.5
2023-04-15,Vila Real,16.7,65.8,0.2
2023-04-16,Vila Real,20.0,70.8,1.1
2023-04-17,Vila Real,16.1,63.4,0.2
2023-04-18,Vila Real,21.5,61.2,0.2
2023-04-19,Vila Real,18.6,69.3,0.8
2023-04-20,Vila Real,17.5,67.1,1.0
2023-04-21,Vila Real,16.8,66.0,1.0
2023-04-22,Vila Real,18.5,60.0,1.8
2023-04-23,Vila Real,19.4,51.1,0.4
2023-04-24,Vila Real,16.7,58.5,2.2
2023-04-25,Vila Real,17.6,66.2,1.4
2023-04-26,Vila Real,21.2,57.2,1.1
2023-04-27,Vila Real,16.7,52.0,0.4
2023-04-28,Vila Real,18.3,59.4,0.8
2023-04-29,Vila Real,16.6,52.4,0.4
2023-04-30,Vila Real,20.4,65.2,2.3
2023-05-01,Vila Real,18.5,72.1,1.5
2023-05-02,Vila Real,15.9,57.5,0.2
2023-05-03,Vila Real,19.2,66.0,2.7
2023-05-04,Vila Real,21.3,58.6,1.7
2023-05-05,Vila Real,19.5,67.3,0.3
2023-05-06,Vila Real,22.3,66.1,0.3
2023-05-07,Vila Real,20.9,62.4,1.2
2023-05-08,Vila Real,17.5,57.4,0.1
2023-05-09,Vila Real,21.7,82.4,2.4
2023-05-10,Vila Real,21.1,56.5,1.2
2023-05-11,Vila Real,16.4,59.9,1.2
2023-05-12,Vila Real,20.5,53.0,1.3
2023-05-13,Vila Real,20.6,49.2,0.9
2023-05-14,Vila Real,20.6,63.1,0.5
2023-05-15,Vila Real,22.3,55.9,6.2
2023-05-16,Vila Real,18.5,51.7,0.4
2023-05-17,Vila Real,22.6,49.6,0.8
2023-05-18,Vila Real,20.3,61.9,0.1
2023-05-19,Vila Real,19.6,59.1,0.3
2023-05-20,Vila Real,18.1,64.8,2.2
2023-05-21,Vila Real,21.9,69.7,5.7
2023-05-22,Vila Real,22.2,52.6,0.3
2023-05-23,Vila Real,22.5,45.1,1.6
2023-05-24,Vila Real,20.8,51.5,1.5
2023-05-25,Vila Real,23.1,61.5,0.4
2023-05-26,Vila Real,23.6,46.4,1.3
2023-05-27,Vila Real,22.3,58.0,1.1
2023-05-28,Vila Real,19.9,54.9,2.9
2023-05-29,Vila Real,21.8,52.9,0.7
2023-05-30,Vila Real,23.3,62.7,5.1
2023-05-31,Vila Real,24.1,58.9,0.8
2023-06-01,Vila Real,23.4,69.9,1.3
2023-06-02,Vila Real,22.8,53.8,0.3
2023-06-03,Vila Real,24.4,49.9,1.3
2023-06-04,Vila Real,21.4,49.3,1.5
2023-06-05,Vila Real,25.1,61.2,0.8
2023-06-06,Vila Real,23.4,53.4,1.9
2023-06-07,Vila Real,19.0,53.1,0.6
2023-06-08,Vila Real,18.5,50.9,0.7
2023-06-09,Vila Real,22.8,54.5,3.3
2023-06-10,Vila Real,21.4,41.9,0.6
2023-06-11,Vila Real,25.6,53.3,2.3
2023-06-12,Vila Real,21.6,51.4,2.9
2023-06-13,Vila Real,24.7,61.0,2.2
2023-06-14,Vila Real,26.7,53.2,1.6
2023-06-15,Vila Real,25.9,48.7,0.1
2023-06-16,Vila Real,21.4,45.7,2.8
2023-06-17,Vila Real,23.0,32.1,1.7
2023-06-18,Vila Real,24.9,56.7,0.9
2023-06-19,Vila Real,21.4,48.5,1.4
2023-06-20,Vila Real,25.6,43.4,0.1
2023-06-21,Vila Real,21.6,54.5,0.2
2023-06-22,Vila Real,22.1,64.3,1.6
2023-06-23,Vila Real,28.5,55.0,1.2
2023-06-24,Vila Real,25.0,56.8,0.4
2023-06-25,Vila Real,24.2,57.2,1.7
2023-06-26,Vila Real,22.7,48.9,0.3
2023-06-27,Vila Real,22.6,51.7,1.3
2023-06-28,Vila Real,24.0,46.7,1.3
2023-06-29,Vila Real,23.8,61.1,1.6
2023-06-30,Vila Real,23.7,64.2,0.8
2023-07-01,Vila Real,25.5,54.5,0.7
2023-07-02,Vila Real,24.0,57.6,2.9
2023-07-03,Vila Real,27.9,51.0,2.2
2023-07-04,Vila Real,20.4,43.8,0.8
2023-07-05,Vila Real,24.1,51.3,2.6
2023-07-06,Vila Real,24.6,74.8,1.0
2023-07-07,Vila Real,25.0,58.2,1.4
2023-07-08,Vila Real,27.2,62.6,0.9
2023-07-09,Vila Real,24.9,48.6,2.2
2023-07-10,Vila Real,29.8,63.5,0.3
2023-07-11,Vila Real,19.7,38.2,1.2
2023-07-12,Vila Real,27.5,61.3,0.8
2023-07-13,Vila Real,27.1,65.3,0.4
2023-07-14,Vila Real,23.1,56.4,0.6
2023-07-15,Vila Real,28.0,43.6,0.7
2023-07-16,Vila Real,21.9,51.4,0.5
2023-07-17,Vila Real,24.0,55.6,0.8
2023-07-18,Vila Real,22.9,51.9,1.5
2023-07-19,Vila Real,24.2,47.6,0.8
2023-07-20,Vila Real,22.8,55.7,1.6
2023-07-21,Vila Real,24.4,61.8,0.6
2023-07-22,Vila Real,18.9,47.6,1.3
2023-07-23,Vila Real,22.1,72.7,1.4
2023-07-24,Vila Real,26.2,45.3,1.4
2023-07-25,Vila Real,20.3,60.9,0.8
2023-07-26,Vila Real,21.0,43.4,0.6
2023-07-27,Vila Real,25.0,58.3,1.7
2023-07-28,Vila Real,29.1,57.7,1.4
2023-07-29,Vila Real,20.2,48.5,0.8
2023-07-30,Vila Real,20.1,54.3,0.9
2023-07-31,Vila Real,21.7,58.7,0.2
2023-08-01,Vila Real,23.8,57.4,1.1
2023-08-02,Vila Real,21.3,57.7,0.5
2023-08-03,Vila Real,20.7,58.4,1.6
2023-08-04,Vila Real,22.7,44.8,3.1
2023-08-05,Vila Real,22.9,61.8,0.5
2023-08-06,Vila Real,25.0,60.6,2.8
2023-08-07,Vila Real,26.0,54.4,4.7
2023-08-08,Vila Real,21.3,47.8,0.4
2023-08-09,Vila Real,21.9,47.3,2.9
2023-08-10,Vila Real,22.2,48.2,0.5
2023-08-11,Vila Real,25.5,46.6,0.2
2023-08-12,Vila Real,22.7,57.5,1.4
2023-08-13,Vila Real,21.9,46.0,1.9
2023-08-14,Vila Real,24.2,48.3,0.5
2023-08-15,Vila Real,19.4,40.7,1.3
2023-08-16,Vila Real,21.1,61.2,1.5
2023-08-17,Vila Real,21.6,67.0,0.4
2023-08-18,Vila Real,18.6,52.2,2.7
2023-08-19,Vila Real,20.5,74.5,2.4
2023-08-20,Vila Real,19.7,56.9,2.9
2023-08-21,Vila Real,18.5,63.3,0.1
2023-08-22,Vila Real,20.5,58.3,0.2
2023-08-23,Vila Real,21.8,54.1,3.6
2023-08-24,Vila Real,18.2,70.3,0.6
2023-08-25,Vila Real,19.3,63.5,0.6
2023-08-26,Vila Real,19.8,55.8,2.5
2023-08-27,Vila Real,20.0,60.2,0.9
2023-08-28,Vila Real,16.6,63.7,0.2
2023-08-29,Vila Real,16.8,57.7,0.6
2023-08-30,Vila Real,20.2,63.3,0.3
2023-08-31,Vila Real,23.1,66.5,0.2
2023-09-01,Vila Real,19.6,56.6,5.9
2023-09-02,Vila Real,19.2,56.7,1.3
2023-09-03,Vila Real,19.4,59.6,0.3
2023-09-04,Vila Real,18.7,60.0,0.0
2023-09-05,Vila Real,18.0,48.8,2.3
2023-09-06,Vila Real,22.9,71.7,0.5
2023-09-07,Vila Real,22.1,58.1,0.3
2023-09-08,Vila Real,19.3,55.5,1.5
2023-09-09,Vila Real,16.6,58.6,0.2
2023-09-10,Vila Real,16.5,62.7,1.2
2023-09-11,Vila Real,20.4,61.9,3.3
2023-09-12,Vila Real,18.0,59.8,1.8
2023-09-13,Vila Real,19.6,74.7,0.5
2023-09-14,Vila Real,18.8,66.9,0.7
2023-09-15,Vila Real,16.1,59.8,0.4
2023-09-16,Vila Real,15.6,67.3,1.1
2023-09-17,Vila Real,16.5,65.0,0.8
2023-09-18,Vila Real,16.0,67.4,0.2
2023-09-19,Vila Real,15.6,58.6,0.3
2023-09-20,Vila Real,15.6,75.7,0.5
2023-09-21,Vila Real,17.3,57.7,2.1
2023-09-22,Vila Real,15.7,74.1,1.8
2023-09-23,Vila Real,13.8,53.5,6.2
2023-09-24,Vila Real,18.6,62.5,0.3
2023-09-25,Vila Real,15.2,72.1,2.1
2023-09-26,Vila Real,12.6,58.4,1.0
2023-09-27,Vila Real,12.8,66.9,0.5
2023-09-28,Vila Real,14.6,69.0,0.6
2023-09-29,Vila Real,11.1,67.2,1.1
2023-09-30,Vila Real,19.3,68.9,0.9
2023-10-01,Vila Real,19.6,69.8,0.1
2023-10-02,Vila Real,12.9,54.9,1.2
2023-10-03,Vila Real,15.0,62.4,2.9
2023-10-04,Vila Real,13.6,59.0,6.5
2023-10-05,Vila Real,14.1,68.8,5.6
2023-10-06,Vila Real,18.0,60.1,6.6
2023-10-07,Vila Real,11.6,85.3,17.1
2023-10-08,Vila Real,14.9,66.6,2.4
2023-10-09,Vila Real,10.9,83.0,3.2
2023-10-10,Vila Real,11.8,71.7,0.5
2023-10-11,Vila Real,10.8,79.7,0.4
2023-10-12,Vila Real,8.8,64.7,2.1
2023-10-13,Vila Real,12.6,68.3,4.3
2023-10-14,Vila Real,18.3,67.3,4.7
2023-10-15,Vila Real,11.5,72.8,2.0
2023-10-16,Vila Real,12.9,70.9,0.9
2023-10-17,Vila Real,13.8,61.0,2.2
2023-10-18,Vila Real,14.0,72.2,3.3
2023-10-19,Vila Real,11.5,78.1,7.6
2023-10-20,Vila Real,8.7,71.6,4.1
2023-10-21,Vila Real,8.3,64.1,10.2
2023-10-22,Vila Real,11.9,72.3,2.8
2023-10-23,Vila Real,13.4,73.9,1.7
2023-10-24,Vila Real,10.7,74.2,0.7
2023-10-25,Vila Real,9.9,69.7,5.1
2023-10-26,Vila Real,10.4,82.5,1.1
2023-10-27,Vila Real,13.5,78.0,7.1
2023-10-28,Vila Real,15.7,70.3,1.3
2023-10-29,Vila Real,12.9,69.5,5.0
2023-10-30,Vila Real,10.9,81.7,10.7
2023-10-31,Vila Real,11.1,84.2,1.4
2023-11-01,Vila Real,9.4,62.5,4.8
2023-11-02,Vila Real,13.7,68.1,4.1
2023-11-03,Vila Real,10.4,82.4,6.1
2023-11-04,Vila Real,11.3,67.4,8.0
2023-11-05,Vila Real,9.6,74.1,4.4
2023-11-06,Vila Real,9.4,88.1,0.7
2023-11-07,Vila Real,7.2,81.7,1.5
2023-11-08,Vila Real,6.6,86.2,3.5
2023-11-09,Vila Real,11.2,68.6,1.7
2023-11-10,Vila Real,5.4,66.0,1.4
2023-11-11,Vila Real,8.4,81.4,6.1
2023-11-12,Vila Real,9.0,79.1,3.2
2023-11-13,Vila Real,9.8,84.6,6.9
2023-11-14,Vila Real,12.1,78.5,1.7
2023-11-15,Vila Real,8.4,71.0,1.7
2023-11-16,Vila Real,9.3,81.2,0.3
2023-11-17,Vila Real,12.5,83.3,4.8
2023-11-18,Vila Real,9.0,79.0,1.4
2023-11-19,Vila Real,7.2,68.8,0.7
2023-11-20,Vila Real,6.3,77.3,0.4
2023-11-21,Vila Real,12.6,86.8,8.0
2023-11-22,Vila Real,8.5,80.4,1.2
2023-11-23,Vila Real,9.2,76.7,5.1
2023-11-24,Vila Real,6.4,85.5,4.7
2023-11-25,Vila Real,6.9,81.4,0.3
2023-11-26,Vila Real,4.8,80.4,7.8
2023-11-27,Vila Real,6.4,75.6,1.5
2023-11-28,Vila Real,7.6,82.0,0.1
2023-11-29,Vila Real,7.2,77.3,3.7
2023-11-30,Vila Real,8.6,67.8,0.9
2023-12-01,Vila Real,5.7,78.9,3.6
2023-12-02,Vila Real,4.8,76.0,3.9
2023-12-03,Vila Real,7.2,86.3,0.1
2023-12-04,Vila Real,8.9,75.4,1.1
2023-12-05,Vila Real,6.8,77.8,12.6
2023-12-06,Vila Real,4.8,71.6,4.7
2023-12-07,Vila Real,11.5,84.7,5.3
2023-12-08,Vila Real,9.2,65.1,0.8
2023-12-09,Vila Real,9.9,73.3,0.3
2023-12-10,Vila Real,7.6,83.1,3.1
2023-12-11,Vila Real,5.7,80.5,1.9
2023-12-12,Vila Real,7.8,88.3,1.4
2023-12-13,Vila Real,5.3,78.9,5.0
2023-12-14,Vila Real,8.7,89.7,2.8
2023-12-15,Vila Real,9.7,77.8,3.7
2023-12-16,Vila Real,6.4,94.2,21.0
2023-12-17,Vila Real,7.0,86.8,13.7
2023-12-18,Vila Real,12.1,80.4,0.9
2023-12-19,Vila Real,4.4,85.6,0.4
2023-12-20,Vila Real,7.6,93.1,5.8
2023-12-21,Vila Real,4.8,85.5,0.1
2023-12-22,Vila Real,7.0,86.2,0.4
2023-12-23,Vila Real,5.5,79.9,6.0
2023-12-24,Vila Real,6.3,79.5,7.7
2023-12-25,Vila Real,5.4,100.0,1.5
2023-12-26,Vila Real,3.9,88.4,5.9
2023-12-27,Vila Real,5.7,96.0,1.4
2023-12-28,Vila Real,6.8,82.7,0.3
2023-12-29,Vila Real,6.0,90.7,4.0
2023-12-30,Vila Real,6.8,76.1,10.6
2023-12-31,Vila Real,5.2,92.0,4.1
2024-01-01,Vila Real,6.9,87.4,2.9
2024-01-02,Vila Real,3.2,84.8,6.3
2024-01-03,Vila Real,1.1,82.1,0.8
2024-01-04,Vila Real,5.2,91.2,0.8
2024-01-05,Vila Real,6.1,100.0,8.3
2024-01-06,Vila Real,10.5,84.9,3.0
2024-01-07,Vila Real,6.8,63.5,3.3
2024-01-08,Vila Real,5.7,72.1,2.8
2024-01-09,Vila Real,10.0,81.0,0.2
2024-01-10,Vila Real,8.1,84.0,1.2
2024-01-11,Vila Real,5.5,79.7,0.7
2024-01-12,Vila Real,3.3,89.3,7.7
2024-01-13,Vila Real,4.6,79.7,3.2
2024-01-14,Vila Real,7.3,85.6,10.6
2024-01-15,Vila Real,3.4,71.2,11.1
2024-01-16,Vila Real,6.8,85.6,3.8
2024-01-17,Vila Real,5.6,89.7,1.9
2024-01-18,Vila Real,2.7,80.6,8.8
2024-01-19,Vila Real,3.4,84.2,1.7
2024-01-20,Vila Real,8.9,73.2,2.8
2024-01-21,Vila Real,4.0,81.6,6.4
2024-01-22,Vila Real,5.5,66.5,1.6
2024-01-23,Vila Real,3.7,90.8,1.8
2024-01-24,Vila Real,5.9,73.5,4.8
2024-01-25,Vila Real,5.0,65.0,9.0
2024-01-26,Vila Real,9.3,85.9,7.9
2024-01-27,Vila Real,3.9,86.7,3.7
2024-01-28,Vila Real,8.7,83.4,5.6
2024-01-29,Vila Real,9.2,81.1,7.8
2024-01-30,Vila Real,8.7,80.3,5.9
2024-01-31,Vila Real,8.6,82.3,5.9
2024-02-01,Vila Real,10.7,69.0,3.4
2024-02-02,Vila Real,6.0,82.8,0.9
2024-02-03,Vila Real,4.5,73.8,1.0
2024-02-04,Vila Real,9.8,84.0,10.0
2024-02-05,Vila Real,9.1,78.1,4.0
2024-02-06,Vila Real,4.0,94.0,2.8
2024-02-07,Vila Real,6.3,80.6,1.6
2024-02-08,Vila Real,8.2,74.7,5.7
2024-02-09,Vila Real,8.0,72.1,16.0
2024-02-10,Vila Real,8.6,83.8,0.3
2024-02-11,Vila Real,12.2,77.0,3.1
2024-02-12,Vila Real,11.6,77.4,0.6
2024-02-13,Vila Real,6.6,74.0,1.0
2024-02-14,Vila Real,10.7,65.4,8.8
2024-02-15,Vila Real,9.8,79.4,4.2
2024-02-16,Vila Real,4.9,83.4,1.5
2024-02-17,Vila Real,7.6,83.1,0.5
2024-02-18,Vila Real,8.8,88.0,5.2
2024-02-19,Vila Real,11.0,75.0,5.5
2024-02-20,Vila Real,8.6,76.3,1.9
2024-02-21,Vila Real,8.8,72.4,2.9
2024-02-22,Vila Real,7.1,80.1,2.0
2024-02-23,Vila Real,8.2,84.3,7.1
2024-02-24,Vila Real,10.9,86.9,1.2
2024-02-25,Vila Real,11.5,67.4,1.4
2024-02-26,Vila Real,11.6,71.5,2.5
2024-02-27,Vila Real,12.7,70.1,0.6
2024-02-28,Vila Real,11.8,81.3,8.7
2024-02-29,Vila Real,9.9,92.7,2.4
2024-03-01,Vila Real,10.5,79.2,5.1
2024-03-02,Vila Real,9.4,73.2,1.5
2024-03-03,Vila Real,14.8,72.2,2.3
2024-03-04,Vila Real,10.8,77.8,2.1
2024-03-05,Vila Real,12.4,73.2,1.6
2024-03-06,Vila Real,10.9,65.6,7.4
2024-03-07,Vila Real,13.3,56.5,2.3
2024-03-08,Vila Real,11.5,78.0,1.2
2024-03-09,Vila Real,11.6,75.3,14.1
2024-03-10,Vila Real,13.5,79.0,1.2
2024-03-11,Vila Real,8.6,64.2,1.3
2024-03-12,Vila Real,9.4,72.6,2.8
2024-03-13,Vila Real,15.6,63.4,7.9
2024-03-14,Vila Real,12.1,64.0,1.7
2024-03-15,Vila Real,11.8,64.4,5.0
2024-03-16,Vila Real,13.0,65.5,1.3
2024-03-17,Vila Real,14.6,70.1,1.0
2024-03-18,Vila Real,13.1,75.4,2.0
2024-03-19,Vila Real,12.6,74.1,1.1
2024-03-20,Vila Real,13.3,63.2,0.9
2024-03-21,Vila Real,12.2,75.9,2.5
2024-03-22,Vila Real,11.7,70.2,9.1
2024-03-23,Vila Real,12.5,64.1,3.2
2024-03-24,Vila Real,10.9,69.5,0.3
2024-03-25,Vila Real,13.4,71.5,0.4
2024-03-26,Vila Real,14.8,70.3,4.4
2024-03-27,Vila Real,15.0,64.9,5.9
2024-03-28,Vila Real,13.9,69.5,9.3
2024-03-29,Vila Real,15.1,71.2,8.7
2024-03-30,Vila Real,11.7,57.2,5.7
2024-03-31,Vila Real,14.4,64.0,3.8
2024-04-01,Vila Real,16.2,60.0,0.1
2024-04-02,Vila Real,12.3,57.7,3.4
2024-04-03,Vila Real,16.5,73.6,2.3
2024-04-04,Vila Real,18.5,79.5,0.8
2024-04-05,Vila Real,18.5,60.7,0.8
2024-04-06,Vila Real,16.9,53.2,3.2
2024-04-07,Vila Real,17.3,49.7,0.3
2024-04-08,Vila Real,15.8,53.9,1.3
2024-04-09,Vila Real,17.5,64.7,2.6
2024-04-10,Vila Real,17.7,66.4,0.9
2024-04-11,Vila Real,15.9,65.5,0.8
2024-04-12,Vila Real,15.6,76.0,0.6
2024-04-13,Vila Real,19.1,65.9,1.1
2024-04-14,Vila Real,16.0,66.0,1.0
2024-04-15,Vila Real,16.3,61.5,0.1
2024-04-16,Vila Real,18.6,70.8,2.4
2024-04-17,Vila Real,19.4,68.0,2.0
2024-04-18,Vila Real,15.3,54.6,2.8
2024-04-19,Vila Real,16.5,63.3,0.2
2024-04-20,Vila Real,13.3,54.8,1.3
2024-04-21,Vila Real,21.0,63.1,2.6
2024-04-22,Vila Real,18.3,55.5,2.2
2024-04-23,Vila Real,23.0,68.1,0.7
2024-04-24,Vila Real,19.5,70.2,2.9
2024-04-25,Vila Real,16.0,48.8,0.3
2024-04-26,Vila Real,22.2,72.2,2.3
2024-04-27,Vila Real,17.4,50.7,0.3
2024-04-28,Vila Real,16.7,57.6,1.2
2024-04-29,Vila Real,17.8,64.9,0.5
2024-04-30,Vila Real,17.0,68.3,1.1
2024-05-01,Vila Real,16.9,61.6,1.7
2024-05-02,Vila Real,22.2,51.5,1.3
2024-05-03,Vila Real,21.9,49.6,0.9
2024-05-04,Vila Real,18.1,57.2,0.7
2024-05-05,Vila Real,16.7,63.9,0.6
2024-05-06,Vila Real,19.7,63.5,1.0
2024-05-07,Vila Real,22.5,53.6,3.0
2024-05-08,Vila Real,20.8,64.9,0.3
2024-05-09,Vila Real,18.3,58.9,0.6
2024-05-10,Vila Real,19.0,58.8,1.2
2024-05-11,Vila Real,18.6,47.0,3.1
2024-05-12,Vila Real,22.7,64.1,2.4
2024-05-13,Vila Real,19.6,44.0,0.3
2024-05-14,Vila Real,19.6,49.8,1.1
2024-05-15,Vila Real,21.1,49.6,2.8
2024-05-16,Vila Real,24.6,55.5,1.2
2024-05-17,Vila Real,18.5,49.8,0.8
2024-05-18,Vila Real,27.4,50.8,0.2
2024-05-19,Vila Real,22.2,60.3,0.5
2024-05-20,Vila Real,26.1,56.9,1.4
2024-05-21,Vila Real,20.4,51.2,0.7
2024-05-22,Vila Real,18.0,57.3,1.3
2024-05-23,Vila Real,22.6,58.0,0.2
2024-05-24,Vila Real,23.4,44.8,3.2
2024-05-25,Vila Real,19.8,57.3,1.7
2024-05-26,Vila Real,23.6,52.1,1.2
2024-05-27,Vila Real,22.8,56.0,0.6
2024-05-28,Vila Real,18.5,61.2,1.4
2024-05-29,Vila Real,24.4,54.9,0.4
2024-05-30,Vila Real,21.2,48.6,0.5
2024-05-31,Vila Real,23.6,69.3,1.3
2024-06-01,Vila Real,20.9,53.7,1.0
2024-06-02,Vila Real,22.8,57.2,1.4
2024-06-03,Vila Real,22.1,50.0,2.5
2024-06-04,Vila Real,23.8,53.4,2.5
2024-06-05,Vila Real,23.8,45.6,1.5
2024-06-06,Vila Real,20.0,56.7,1.3
2024-06-07,Vila Real,23.0,55.3,2.7
2024-06-08,Vila Real,25.6,53.8,2.9
2024-06-09,Vila Real,21.9,46.3,1.0
2024-06-10,Vila Real,26.5,47.8,0.5
2024-06-11,Vila Real,26.1,59.0,2.5
2024-06-12,Vila Real,23.4,67.8,3.7
2024-06-13,Vila Real,26.0,59.7,0.3
2024-06-14,Vila Real,26.9,58.6,1.0
2024-06-15,Vila Real,24.5,58.8,1.5
2024-06-16,Vila Real,25.1,62.6,3.1
2024-06-17,Vila Real,24.5,62.3,0.9
2024-06-18,Vila Real,21.8,47.5,0.7
2024-06-19,Vila Real,26.1,51.4,2.8
2024-06-20,Vila Real,23.1,54.0,2.1
2024-06-21,Vila Real,22.7,60.2,0.1
2024-06-22,Vila Real,21.0,56.3,2.6
2024-06-23,Vila Real,20.3,50.0,1.9
2024-06-24,Vila Real,24.6,37.7,2.7
2024-06-25,Vila Real,24.3,54.7,1.6
2024-06-26,Vila Real,24.5,51.7,1.5
2024-06-27,Vila Real,24.0,40.7,1.6
2024-06-28,Vila Real,23.4,60.2,2.3
2024-06-29,Vila Real,24.3,61.3,2.1
2024-06-30,Vila Real,22.5,48.2,0.8
2024-07-01,Vila Real,21.1,56.3,1.5
2024-07-02,Vila Real,24.8,42.8,0.6
2024-07-03,Vila Real,24.1,42.8,0.4
2024-07-04,Vila Real,26.3,54.9,2.4
2024-07-05,Vila Real,24.0,56.5,0.9
2024-07-06,Vila Real,20.7,48.9,2.1
2024-07-07,Vila Real,22.2,41.0,2.2
2024-07-08,Vila Real,21.0,31.3,0.4
2024-07-09,Vila Real,21.4,58.0,0.4
2024-07-10,Vila Real,29.1,54.0,0.9
2024-07-11,Vila Real,25.3,57.1,0.3
2024-07-12,Vila Real,22.4,51.3,4.0
2024-07-13,Vila Real,23.6,62.1,1.2
2024-07-14,Vila Real,24.8,41.9,3.6
2024-07-15,Vila Real,18.8,42.3,2.6
2024-07-16,Vila Real,26.6,54.1,1.9
2024-07-17,Vila Real,24.8,55.8,1.0
2024-07-18,Vila Real,24.4,41.0,2.2
2024-07-19,Vila Real,24.6,35.4,0.3
2024-07-20,Vila Real,25.0,47.2,6.0
2024-07-21,Vila Real,21.2,52.6,0.4
2024-07-22,Vila Real,25.6,57.6,1.6
2024-07-23,Vila Real,24.4,46.6,1.9
2024-07-24,Vila Real,22.2,53.9,0.9
2024-07-25,Vila Real,21.1,54.2,0.6
2024-07-26,Vila Real,26.0,46.6,1.1
2024-07-27,Vila Real,22.8,51.7,2.1
2024-07-28,Vila Real,25.8,50.5,0.7
2024-07-29,Vila Real,23.2,55.5,0.1
2024-07-30,Vila Real,24.8,49.4,1.9
2024-07-31,Vila Real,22.3,64.5,0.8
2024-08-01,Vila Real,22.2,55.7,2.0
2024-08-02,Vila Real,24.5,55.8,1.7
2024-08-03,Vila Real,21.4,46.9,1.2
2024-08-04,Vila Real,24.4,51.8,0.4
2024-08-05,Vila Real,19.4,52.8,0.9
2024-08-06,Vila Real,18.6,58.2,0.5
2024-08-07,Vila Real,21.0,63.3,2.4
2024-08-08,Vila Real,25.3,61.5,3.1
2024-08-09,Vila Real,24.1,51.0,0.4
2024-08-10,Vila Real,19.5,53.4,0.1
2024-08-11,Vila Real,19.6,52.0,1.4
2024-08-12,Vila Real,19.5,51.3,2.5
2024-08-13,Vila Real,24.4,45.5,2.7
2024-08-14,Vila Real,17.8,64.8,1.3
2024-08-15,Vila Real,21.6,60.5,2.6
2024-08-16,Vila Real,18.0,53.0,1.1
2024-08-17,Vila Real,15.2,53.5,0.2
2024-08-18,Vila Real,23.2,54.2,0.0
2024-08-19,Vila Real,25.4,45.5,1.7
2024-08-20,Vila Real,20.7,71.8,0.5
2024-08-21,Vila Real,23.4,58.3,0.2
2024-08-22,Vila Real,15.4,62.9,1.6
2024-08-23,Vila Real,20.2,68.4,1.4
2024-08-24,Vila Real,20.6,73.5,1.8
2024-08-25,Vila Real,20.1,62.6,0.7
2024-08-26,Vila Real,20.0,70.2,2.0
2024-08-27,Vila Real,21.9,59.8,1.4
2024-08-28,Vila Real,15.2,38.7,1.3
2024-08-29,Vila Real,16.1,54.4,2.2
2024-08-30,Vila Real,21.2,63.6,0.4
2024-08-31,Vila Real,20.7,59.8,1.1
2024-09-01,Vila Real,17.6,68.5,1.7
2024-09-02,Vila Real,22.5,52.0,0.7
2024-09-03,Vila Real,19.8,69.6,0.4
2024-09-04,Vila Real,17.4,64.1,1.1
2024-09-05,Vila Real,17.0,69.3,0.4
2024-09-06,Vila Real,16.1,72.2,2.8
2024-09-07,Vila Real,20.2,48.4,1.0
2024-09-08,Vila Real,20.3,66.4,2.3
2024-09-09,Vila Real,17.7,52.3,0.3
2024-09-10,Vila Real,18.8,63.7,2.8
2024-09-11,Vila Real,19.4,55.0,3.2
2024-09-12,Vila Real,19.8,58.6,4.9
2024-09-13,Vila Real,18.5,72.0,0.8
2024-09-14,Vila Real,19.2,57.5,2.9
