date,region,category,units,revenue,cost,profit
2025-05-25,Lisbon,Home Office,1,105.46,69.81,35.65
2025-05-25,Braga,Books,5,130.39,69.97,60.42
2025-05-26,Faro,Sports,1,59.01,35.46,23.55
2025-05-26,Lisbon,Home Office,7,910.76,663.35,247.41
2025-05-26,Coimbra,Fashion,5,334.97,209.59,125.38
2025-05-26,Faro,Electronics,7,999.01,764.72,234.29
2025-05-26,Coimbra,Fashion,2,119.41,69.62,49.78
2025-05-27,Lisbon,Home Office,3,329.63,247.1,82.54
2025-05-27,Porto,Books,7,216.06,158.51,57.54
2025-05-27,Porto,Fashion,2,34.39,22.38,12.01
2025-05-27,Braga,Fashion,6,419.22,302.34,116.88
2025-05-27,Porto,Sports,3,203.78,112.12,91.66
2025-05-27,Lisbon,Books,1,10.4,6.37,4.03
2025-05-28,Coimbra,Fashion,7,458.98,318.26,140.72
2025-05-28,Faro,Fashion,3,134.45,90.37,44.08
2025-05-28,Coimbra,Books,1,19.77,13.85,5.92
2025-05-28,Porto,Home Office,5,641.6,407.21,234.4
2025-05-28,Faro,Electronics,4,1016.48,571.7,444.79
2025-05-29,Coimbra,Home Office,6,747.28,566.44,180.84
2025-05-29,Coimbra,Fashion,4,271.67,161.52,110.15
2025-05-29,Faro,Electronics,4,986.62,565.03,421.59
2025-05-29,Coimbra,Books,5,97.79,74.87,22.92
2025-05-30,Lisbon,Fashion,2,113.8,79.85,33.95
2025-05-30,Faro,Home Office,5,499.5,380.12,119.38
2025-05-30,Faro,Electronics,1,131.66,92.15,39.51
2025-05-30,Braga,Fashion,6,405.08,265.77,139.31
2025-05-30,Coimbra,Electronics,7,1564.69,1144.18,420.51
2025-05-30,Coimbra,Fashion,3,163.57,89.34,74.23
2025-05-30,Braga,Home Office,5,608.43,397.25,211.18
2025-05-31,Coimbra,Electronics,3,481.97,328.32,153.65
2025-05-31,Braga,Electronics,6,1876.89,1396.03,480.86
2025-05-31,Coimbra,Electronics,3,621.66,388.34,233.32
2025-05-31,Lisbon,Home Office,3,277.47,207.66,69.81
2025-05-31,Braga,Fashion,7,464.47,309.46,155.01
2025-05-31,Coimbra,Electronics,7,1300.74,866.43,434.31
2025-05-31,Faro,Books,3,68.73,35.87,32.87
2025-06-01,Porto,Fashion,2,84.47,44.81,39.66
2025-06-01,Porto,Books,1,20.44,14.24,6.2
2025-06-01,Braga,Books,6,123.58,90.66,32.92
2025-06-01,Braga,Electronics,6,1317.27,697.0,620.27
2025-06-01,Lisbon,Fashion,7,358.12,273.52,84.6
2025-06-01,Faro,Electronics,1,237.87,151.59,86.28
2025-06-01,Coimbra,Electronics,6,1295.75,770.88,524.87
2025-06-02,Lisbon,Sports,6,275.71,164.96,110.74
2025-06-02,Porto,Fashion,6,264.36,168.2,96.16
2025-06-02,Braga,Books,4,101.22,67.18,34.04
2025-06-02,Coimbra,Sports,6,394.39,300.66,93.73
2025-06-02,Porto,Books,4,72.31,50.86,21.45
2025-06-02,Faro,Electronics,7,1813.22,1296.32,516.9
2025-06-02,Porto,Fashion,5,389.89,223.89,166.0
2025-06-02,Coimbra,Sports,3,222.73,165.39,57.34
2025-06-03,Braga,Fashion,3,150.23,106.13,44.1
2025-06-03,Braga,Electronics,6,1357.99,1007.76,350.24
2025-06-03,Coimbra,Books,7,154.31,106.11,48.2
2025-06-03,Faro,Fashion,6,249.28,161.81,87.47
2025-06-03,Faro,Fashion,5,311.1,239.35,71.75
2025-06-03,Braga,Sports,5,224.53,173.45,51.07
2025-06-03,Faro,Fashion,7,261.87,147.9,113.98
2025-06-04,Coimbra,Electronics,6,1226.25,914.46,311.78
2025-06-04,Faro,Sports,1,75.87,49.43,26.44
2025-06-04,Coimbra,Books,5,100.95,74.48,26.47
2025-06-04,Faro,Electronics,4,761.57,399.28,362.29
2025-06-04,Coimbra,Electronics,1,326.75,237.48,89.27
2025-06-04,Braga,Electronics,2,346.93,194.33,152.59
2025-06-04,Porto,Home Office,3,429.5,322.27,107.23
2025-06-04,Coimbra,Books,2,29.53,18.97,10.56
2025-06-05,Faro,Fashion,7,516.14,382.72,133.42
2025-06-05,Faro,Fashion,5,168.76,110.54,58.22
2025-06-05,Porto,Fashion,3,187.71,121.92,65.78
2025-06-05,Faro,Fashion,4,207.74,146.43,61.31
2025-06-05,Braga,Sports,4,262.58,149.13,113.45
2025-06-05,Faro,Home Office,3,438.69,283.2,155.49
2025-06-06,Faro,Fashion,2,112.46,62.59,49.87
2025-06-06,Porto,Home Office,3,274.02,165.46,108.57
2025-06-06,Porto,Fashion,1,54.43,38.85,15.58
2025-06-06,Lisbon,Books,1,20.73,15.05,5.68
2025-06-06,Coimbra,Sports,5,434.61,316.48,118.13
2025-06-06,Faro,Sports,3,317.71,229.59,88.12
2025-06-06,Porto,Home Office,4,355.61,259.43,96.17
2025-06-06,Coimbra,Books,1,18.56,14.46,4.09
2025-06-07,Braga,Books,7,167.74,106.34,61.4
2025-06-07,Porto,Sports,2,150.47,86.85,63.62
2025-06-07,Coimbra,Electronics,7,1555.53,866.79,688.74
2025-06-07,Porto,Home Office,5,835.23,576.79,258.44
2025-06-07,Porto,Electronics,3,405.84,304.98,100.86
2025-06-07,Braga,Books,5,145.94,81.95,63.99
2025-06-07,Faro,Sports,3,149.87,102.16,47.71
2025-06-08,Braga,Home Office,4,382.3,265.24,117.06
2025-06-08,Coimbra,Home Office,6,792.82,544.75,248.07
2025-06-08,Lisbon,Books,2,61.66,47.54,14.12
2025-06-08,Coimbra,Fashion,6,268.73,144.06,124.67
2025-06-08,Coimbra,Fashion,6,189.41,138.12,51.3
2025-06-09,Braga,Fashion,2,121.27,88.78,32.49
2025-06-09,Lisbon,Sports,4,308.5,188.5,120.0
2025-06-09,Porto,Electronics,3,887.91,660.06,227.85
2025-06-09,Porto,Sports,7,589.39,337.61,251.78
2025-06-09,Braga,Home Office,3,430.65,241.69,188.96
2025-06-09,Coimbra,Books,5,93.27,53.66,39.61
2025-06-09,Faro,Books,7,161.16,112.28,48.89
2025-06-10,Porto,Home Office,3,544.91,301.57,243.34
2025-06-10,Porto,Books,1,33.18,22.52,10.66
2025-06-10,Braga,Fashion,3,132.01,95.79,36.23
2025-06-10,Faro,Sports,3,326.31,193.28,133.03
2025-06-10,Faro,Home Office,1,194.78,109.95,84.84
2025-06-10,Coimbra,Books,6,178.07,96.97,81.1
2025-06-11,Porto,Fashion,3,225.15,139.41,85.74
2025-06-11,Braga,Books,1,12.94,7.04,5.9
2025-06-11,Coimbra,Sports,2,174.19,104.14,70.05
2025-06-11,Coimbra,Sports,1,66.31,41.9,24.42
2025-06-11,Faro,Sports,1,91.16,63.62,27.54
2025-06-11,Coimbra,Home Office,1,130.45,79.07,51.38
2025-06-12,Faro,Sports,4,233.74,174.27,59.47
2025-06-12,Braga,Electronics,7,1557.83,1155.23,402.6
2025-06-12,Faro,Books,6,152.82,111.32,41.49
2025-06-12,Faro,Books,5,106.5,69.64,36.86
2025-06-12,Braga,Fashion,6,308.25,225.99,82.26
2025-06-13,Faro,Sports,7,320.8,226.0,94.79
2025-06-13,Braga,Electronics,4,819.72,548.49,271.23
2025-06-13,Braga,Books,5,99.19,76.72,22.47
2025-06-13,Porto,Home Office,4,510.8,324.22,186.59
2025-06-13,Braga,Sports,2,173.37,128.76,44.61
2025-06-13,Coimbra,Books,1,17.01,9.95,7.06
2025-06-13,Faro,Electronics,7,1694.94,969.62,725.31
2025-06-13,Lisbon,Books,6,79.8,57.08,22.71
2025-06-14,Coimbra,Sports,3,232.7,137.83,94.87
2025-06-14,Lisbon,Home Office,7,959.11,745.15,213.95
2025-06-14,Porto,Fashion,3,121.8,65.19,56.62
2025-06-14,Coimbra,Electronics,6,1346.29,818.03,528.26
2025-06-14,Braga,Home Office,3,319.65,246.11,73.54
2025-06-14,Coimbra,Sports,5,261.31,189.72,71.59
2025-06-14,Coimbra,Home Office,4,566.2,406.02,160.19
2025-06-15,Faro,Electronics,5,1452.77,1107.84,344.92
2025-06-15,Coimbra,Electronics,2,421.78,321.08,100.7
2025-06-15,Faro,Electronics,4,683.86,479.74,204.12
2025-06-15,Lisbon,Electronics,2,497.46,261.69,235.77
2025-06-15,Lisbon,Books,1,21.22,14.61,6.61
2025-06-15,Coimbra,Fashion,6,385.13,227.65,157.48
2025-06-15,Lisbon,Electronics,2,345.32,195.57,149.76
2025-06-15,Porto,Home Office,1,133.66,92.65,41.01
2025-06-16,Braga,Sports,7,647.73,432.44,215.3
2025-06-16,Lisbon,Books,7,162.8,102.89,59.9
2025-06-16,Porto,Fashion,3,175.19,103.84,71.34
2025-06-16,Braga,Electronics,6,1196.32,817.34,378.97
2025-06-16,Lisbon,Books,4,77.26,54.7,22.56
2025-06-16,Coimbra,Home Office,3,217.13,165.72,51.4
2025-06-16,Braga,Home Office,5,694.77,473.44,221.33
2025-06-16,Coimbra,Sports,4,367.5,233.13,134.37
2025-06-17,Braga,Sports,7,442.07,262.4,179.67
2025-06-17,Porto,Electronics,5,1037.46,715.52,321.94
2025-06-17,Braga,Electronics,1,209.06,148.52,60.54
2025-06-17,Braga,Books,5,60.87,36.13,24.73
2025-06-17,Coimbra,Fashion,4,252.47,156.95,95.52
2025-06-17,Coimbra,Home Office,5,738.7,538.6,200.1
2025-06-18,Braga,Fashion,5,244.79,157.2,87.59
2025-06-18,Lisbon,Books,7,195.98,150.28,45.7
2025-06-18,Coimbra,Sports,3,250.87,147.24,103.63
2025-06-18,Braga,Electronics,5,590.58,338.38,252.2
2025-06-19,Lisbon,Electronics,6,918.83,576.29,342.54
2025-06-19,Porto,Electronics,1,317.97,166.99,150.97
2025-06-19,Coimbra,Books,3,59.82,42.19,17.62
2025-06-19,Faro,Sports,4,287.16,223.0,64.15
2025-06-19,Faro,Electronics,6,1303.53,726.12,577.41
2025-06-19,Faro,Books,5,103.93,68.18,35.75
2025-06-20,Faro,Books,5,87.13,54.37,32.76
2025-06-20,Lisbon,Books,4,93.89,68.6,25.29
2025-06-20,Braga,Electronics,5,1032.49,637.39,395.1
2025-06-20,Braga,Fashion,1,54.14,35.85,18.29
2025-06-20,Braga,Books,6,122.09,78.55,43.54
2025-06-20,Faro,Books,2,41.68,24.98,16.7
2025-06-20,Coimbra,Home Office,4,582.51,402.93,179.58
2025-06-20,Coimbra,Sports,4,227.44,138.73,88.71
2025-06-20,Porto,Home Office,7,677.3,450.82,226.48
2025-06-21,Braga,Fashion,6,318.61,241.06,77.56
2025-06-21,Coimbra,Sports,6,440.11,232.98,207.13
2025-06-21,Braga,Fashion,4,224.73,136.88,87.85
2025-06-21,Braga,Home Office,3,437.97,236.06,201.91
2025-06-21,Faro,Fashion,2,89.59,60.76,28.84
2025-06-22,Porto,Electronics,7,819.22,445.41,373.81
2025-06-22,Faro,Books,6,145.03,111.58,33.45
2025-06-22,Braga,Home Office,7,591.41,318.13,273.28
2025-06-22,Coimbra,Electronics,2,485.91,266.07,219.85
2025-06-22,Lisbon,Books,3,75.29,41.69,33.6
2025-06-22,Braga,Electronics,7,1073.41,583.39,490.02
2025-06-22,Coimbra,Home Office,4,431.54,272.88,158.66
2025-06-22,Lisbon,Electronics,5,1181.51,774.7,406.8
2025-06-23,Lisbon,Sports,5,490.85,262.23,228.62
2025-06-23,Braga,Electronics,1,166.04,114.48,51.56
2025-06-23,Lisbon,Home Office,5,417.67,242.63,175.05
2025-06-23,Lisbon,Fashion,3,121.43,70.09,51.33
2025-06-23,Coimbra,Electronics,1,318.5,246.74,71.76
2025-06-23,Coimbra,Books,3,76.6,46.28,30.32
2025-06-23,Porto,Electronics,2,262.0,167.11,94.89
2025-06-23,Braga,Electronics,3,487.11,343.99,143.12
2025-06-23,Porto,Home Office,7,1348.71,890.13,458.59
2025-06-24,Lisbon,Fashion,1,51.64,29.02,22.62
2025-06-24,Porto,Fashion,5,290.22,163.92,126.3
2025-06-24,Faro,Electronics,4,637.64,422.47,215.17
2025-06-24,Braga,Electronics,2,537.72,291.88,245.84
2025-06-24,Braga,Home Office,7,681.34,410.07,271.26
2025-06-24,Coimbra,Home Office,7,913.78,700.13,213.65
2025-06-24,Braga,Fashion,5,357.48,270.02,87.46
2025-06-24,Porto,Sports,4,411.03,282.17,128.86
2025-06-24,Coimbra,Home Office,6,755.59,454.46,301.13
2025-06-25,Faro,Books,4,116.77,74.15,42.62
2025-06-25,Coimbra,Home Office,6,712.78,542.01,170.78
2025-06-25,Coimbra,Sports,4,269.42,158.67,110.75
2025-06-25,Porto,Home Office,3,179.75,137.85,41.9
2025-06-26,Lisbon,Sports,4,237.83,174.89,62.95
2025-06-26,Faro,Home Office,2,212.69,132.45,80.24
2025-06-26,Coimbra,Home Office,6,540.94,380.25,160.69
2025-06-26,Lisbon,Sports,4,182.72,132.51,50.22
2025-06-26,Braga,Fashion,2,156.77,118.62,38.15
2025-06-27,Braga,Electronics,3,618.12,388.86,229.25
2025-06-27,Lisbon,Books,1,20.59,14.19,6.41
2025-06-27,Coimbra,Electronics,5,878.37,559.68,318.69
2025-06-27,Porto,Electronics,3,857.44,514.9,342.54
2025-06-27,Coimbra,Home Office,4,355.91,234.97,120.93
2025-06-27,Braga,Electronics,2,365.33,199.56,165.77
2025-06-27,Braga,Electronics,6,1105.63,628.53,477.1
2025-06-27,Porto,Electronics,2,470.07,320.43,149.64
2025-06-27,Porto,Home Office,5,553.87,330.5,223.37
2025-06-28,Coimbra,Sports,4,387.47,292.9,94.57
2025-06-28,Lisbon,Sports,7,751.12,569.34,181.78
2025-06-28,Coimbra,Sports,4,413.15,303.76,109.4
2025-06-28,Braga,Books,5,115.37,68.03,47.34
2025-06-28,Faro,Fashion,5,168.95,101.82,67.13
2025-06-28,Coimbra,Fashion,5,318.64,239.18,79.46
2025-06-28,Coimbra,Books,3,45.8,25.63,20.17
2025-06-29,Faro,Fashion,4,180.15,136.24,43.91
2025-06-29,Braga,Sports,6,372.02,242.81,129.21
2025-06-29,Lisbon,Sports,4,288.66,187.86,100.8
2025-06-29,Faro,Electronics,6,1270.72,789.79,480.93
2025-06-30,Coimbra,Electronics,6,1340.13,862.17,477.96
2025-06-30,Coimbra,Electronics,2,483.9,338.49,145.41
2025-06-30,Coimbra,Sports,1,91.23,58.69,32.55
2025-06-30,Braga,Fashion,5,268.23,202.79,65.45
2025-06-30,Lisbon,Electronics,5,927.19,608.41,318.78
2025-06-30,Braga,Fashion,2,87.34,54.42,32.92
2025-06-30,Braga,Electronics,1,207.92,129.97,77.95
2025-06-30,Porto,Home Office,4,649.91,500.51,149.4
2025-07-01,Porto,Sports,7,461.88,334.93,126.95
2025-07-01,Coimbra,Electronics,3,802.0,553.41,248.59
2025-07-01,Braga,Sports,7,659.69,364.89,294.8
2025-07-01,Braga,Books,3,58.72,42.85,15.87
2025-07-01,Braga,Fashion,1,55.85,30.05,25.8
2025-07-02,Porto,Fashion,1,30.74,20.4,10.34
2025-07-02,Faro,Sports,7,496.17,273.16,223.01
2025-07-02,Lisbon,Home Office,7,676.59,369.84,306.76
2025-07-02,Porto,Sports,1,29.65,20.16,9.5
2025-07-02,Lisbon,Books,6,132.98,75.72,57.26
2025-07-02,Lisbon,Sports,4,341.03,239.34,101.69
2025-07-02,Porto,Fashion,3,211.49,116.21,95.27
2025-07-02,Coimbra,Fashion,1,46.12,24.84,21.29
2025-07-02,Lisbon,Electronics,7,1677.33,951.47,725.87
2025-07-03,Braga,Electronics,3,609.79,351.72,258.07
2025-07-03,Faro,Fashion,5,222.3,147.77,74.53
2025-07-03,Coimbra,Sports,2,110.52,58.41,52.11
2025-07-03,Braga,Fashion,3,123.37,69.67,53.71
2025-07-03,Coimbra,Sports,3,419.29,289.47,129.82
2025-07-04,Faro,Sports,6,242.88,158.43,84.45
2025-07-04,Braga,Fashion,3,93.5,49.13,44.38
2025-07-04,Faro,Home Office,2,262.56,159.76,102.8
2025-07-04,Lisbon,Home Office,2,261.67,193.64,68.03
2025-07-04,Braga,Electronics,1,245.08,157.08,88.0
2025-07-04,Faro,Fashion,7,255.5,191.83,63.67
2025-07-04,Coimbra,Home Office,2,171.74,119.93,51.81
2025-07-05,Porto,Fashion,3,208.79,151.62,57.17
2025-07-05,Braga,Electronics,4,685.8,500.5,185.3
2025-07-05,Braga,Books,7,134.33,71.32,63.01
2025-07-05,Coimbra,Fashion,7,309.38,217.18,92.19
2025-07-05,Faro,Books,1,14.21,9.66,4.55
2025-07-05,Lisbon,Sports,1,82.49,62.41,20.08
2025-07-05,Faro,Books,2,67.34,45.6,21.73
2025-07-05,Lisbon,Electronics,2,329.64,221.97,107.67
2025-07-06,Faro,Fashion,3,97.38,65.55,31.82
2025-07-06,Faro,Fashion,4,175.5,112.79,62.71
2025-07-06,Braga,Home Office,2,323.37,169.18,154.19
2025-07-06,Porto,Books,1,26.88,16.39,10.5
2025-07-07,Lisbon,Books,5,118.27,86.04,32.23
2025-07-07,Porto,Home Office,6,729.18,496.66,232.52
2025-07-07,Coimbra,Books,7,172.38,127.9,44.48
2025-07-07,Porto,Sports,5,425.86,289.93,135.93
2025-07-07,Braga,Books,1,18.21,12.08,6.13
2025-07-07,Lisbon,Home Office,1,99.95,75.89,24.06
2025-07-07,Faro,Sports,1,88.21,47.42,40.79
2025-07-07,Coimbra,Books,1,25.3,13.27,12.02
2025-07-08,Lisbon,Books,6,153.15,84.71,68.44
2025-07-08,Lisbon,Fashion,1,39.58,22.99,16.59
2025-07-08,Braga,Fashion,3,174.16,130.29,43.88
2025-07-08,Braga,Books,4,99.02,56.2,42.82
2025-07-08,Lisbon,Books,5,98.08,73.76,24.32
2025-07-08,Porto,Sports,5,300.89,181.02,119.87
2025-07-08,Coimbra,Sports,5,516.67,341.46,175.21
2025-07-08,Faro,Sports,5,479.91,342.48,137.44
2025-07-08,Lisbon,Fashion,3,137.32,76.64,60.68
2025-07-09,Coimbra,Sports,1,96.71,63.17,33.55
2025-07-09,Lisbon,Home Office,2,175.04,98.74,76.3
2025-07-09,Braga,Fashion,6,298.08,157.03,141.05
2025-07-09,Faro,Electronics,4,796.78,460.95,335.83
2025-07-09,Coimbra,Home Office,1,143.94,86.2,57.74
2025-07-09,Coimbra,Books,2,62.62,42.03,20.58
2025-07-10,Lisbon,Home Office,6,794.49,548.11,246.39
2025-07-10,Porto,Electronics,4,1161.89,832.72,329.17
2025-07-10,Porto,Fashion,2,102.81,74.79,28.02
2025-07-10,Braga,Sports,4,266.75,171.19,95.56
2025-07-10,Faro,Electronics,5,936.45,578.41,358.04
2025-07-10,Faro,Home Office,6,1096.5,585.09,511.42
2025-07-10,Braga,Electronics,6,1427.68,837.8,589.88
2025-07-11,Faro,Sports,4,318.45,165.78,152.67
2025-07-11,Coimbra,Sports,3,194.51,132.17,62.33
2025-07-11,Porto,Home Office,2,197.05,121.9,75.15
2025-07-11,Lisbon,Fashion,4,168.67,89.02,79.65
2025-07-11,Faro,Electronics,3,737.88,543.19,194.69
2025-07-11,Porto,Electronics,6,926.68,681.55,245.13
2025-07-11,Porto,Fashion,2,125.88,75.33,50.54
2025-07-11,Lisbon,Fashion,2,110.8,83.89,26.91
2025-07-11,Coimbra,Home Office,1,153.65,95.13,58.52
2025-07-12,Porto,Fashion,4,239.72,177.15,62.57
2025-07-12,Faro,Fashion,5,310.69,204.21,106.48
2025-07-12,Porto,Sports,3,230.0,154.53,75.47
2025-07-12,Lisbon,Home Office,5,726.59,456.18,270.41
2025-07-12,Porto,Books,3,98.25,55.56,42.69
2025-07-12,Lisbon,Books,5,93.6,72.81,20.79
2025-07-13,Porto,Books,1,21.01,14.47,6.55
2025-07-13,Lisbon,Books,1,13.45,9.28,4.17
2025-07-13,Coimbra,Home Office,7,1023.89,790.68,233.21
2025-07-13,Coimbra,Home Office,4,464.12,336.72,127.4
2025-07-14,Porto,Home Office,7,905.63,653.61,252.02
2025-07-14,Lisbon,Electronics,6,1194.46,784.14,410.32
2025-07-14,Faro,Home Office,6,426.78,233.82,192.96
2025-07-14,Porto,Electronics,1,160.85,104.3,56.55
2025-07-14,Porto,Home Office,6,765.05,401.58,363.48
2025-07-14,Coimbra,Sports,6,307.51,170.35,137.16
2025-07-14,Coimbra,Sports,3,186.43,106.05,80.39
2025-07-14,Braga,Home Office,1,104.0,68.03,35.98
2025-07-15,Faro,Books,7,208.99,124.99,84.0
2025-07-15,Braga,Electronics,4,714.55,513.36,201.2
2025-07-15,Porto,Books,6,142.28,102.59,39.68
2025-07-15,Faro,Electronics,6,1701.59,1131.65,569.95
2025-07-15,Braga,Electronics,7,1153.5,765.0,388.5
2025-07-16,Braga,Sports,5,357.31,230.53,126.78
2025-07-16,Coimbra,Home Office,4,281.36,195.04,86.32
2025-07-16,Faro,Fashion,5,406.17,216.35,189.82
2025-07-16,Lisbon,Electronics,1,264.99,171.8,93.2
2025-07-16,Porto,Electronics,4,405.19,237.27,167.91
2025-07-16,Lisbon,Home Office,6,738.24,397.41,340.82
2025-07-16,Braga,Fashion,2,148.51,86.89,61.62
2025-07-16,Lisbon,Electronics,6,1238.53,877.21,361.32
2025-07-17,Porto,Electronics,5,1779.03,1037.32,741.71
2025-07-17,Porto,Electronics,7,1621.66,1121.79,499.88
2025-07-17,Faro,Books,6,167.85,111.45,56.4
2025-07-17,Coimbra,Books,4,87.74,49.33,38.4
2025-07-17,Braga,Home Office,3,286.47,163.16,123.31
2025-07-17,Faro,Home Office,7,1026.23,553.74,472.49
2025-07-18,Braga,Sports,5,326.57,253.13,73.44
2025-07-18,Braga,Sports,5,395.22,257.49,137.74
2025-07-18,Faro,Fashion,1,55.81,32.44,23.37
2025-07-18,Faro,Sports,4,221.22,126.69,94.52
2025-07-19,Lisbon,Home Office,7,650.27,368.88,281.39
2025-07-19,Porto,Books,1,14.45,10.98,3.47
2025-07-19,Braga,Home Office,7,890.49,625.1,265.38
2025-07-19,Porto,Sports,7,353.37,193.53,159.84
2025-07-19,Lisbon,Books,7,215.66,129.17,86.49
2025-07-19,Braga,Electronics,6,1519.82,903.63,616.2
2025-07-20,Lisbon,Fashion,4,178.82,116.8,62.02
2025-07-20,Porto,Fashion,2,132.25,90.73,41.52
2025-07-20,Faro,Books,4,64.76,36.96,27.8
2025-07-20,Lisbon,Electronics,2,448.24,285.2,163.04
2025-07-20,Porto,Sports,4,314.15,167.69,146.46
2025-07-20,Faro,Home Office,3,441.77,249.92,191.85
2025-07-21,Coimbra,Home Office,2,239.54,154.06,85.47
2025-07-21,Lisbon,Fashion,3,119.35,90.56,28.79
2025-07-21,Lisbon,Home Office,2,256.34,164.2,92.14
2025-07-21,Faro,Home Office,4,482.54,266.54,216.01
2025-07-21,Braga,Books,3,86.51,64.82,21.68
2025-07-21,Lisbon,Electronics,7,1279.15,893.35,385.8
2025-07-21,Faro,Fashion,7,556.42,301.36,255.06
2025-07-21,Coimbra,Fashion,1,65.88,40.09,25.79
2025-07-21,Porto,Fashion,7,355.48,199.41,156.07
2025-07-22,Faro,Home Office,1,113.18,78.28,34.9
2025-07-22,Lisbon,Sports,1,78.35,42.32,36.03
2025-07-22,Braga,Electronics,7,1194.16,635.42,558.74
2025-07-22,Braga,Home Office,3,388.02,247.48,140.54
2025-07-22,Coimbra,Sports,6,490.79,315.39,175.4
2025-07-22,Porto,Sports,3,267.8,167.11,100.7
2025-07-23,Braga,Home Office,3,475.93,312.43,163.49
2025-07-23,Faro,Fashion,6,371.74,236.25,135.48
2025-07-23,Porto,Sports,7,501.39,299.43,201.96
2025-07-23,Faro,Home Office,1,127.2,71.68,55.52
2025-07-23,Porto,Electronics,4,1046.57,710.72,335.85
2025-07-23,Coimbra,Sports,7,568.35,324.18,244.17
2025-07-23,Porto,Books,3,66.73,37.28,29.45
2025-07-23,Coimbra,Fashion,4,213.64,125.94,87.7
2025-07-24,Braga,Sports,1,53.62,39.1,14.53
2025-07-24,Porto,Home Office,1,107.32,64.64,42.68
2025-07-24,Coimbra,Sports,7,742.73,431.92,310.81
2025-07-24,Faro,Books,3,75.75,40.37,35.38
2025-07-24,Porto,Sports,1,76.26,43.81,32.45
2025-07-24,Porto,Electronics,4,761.25,410.02,351.23
2025-07-24,Porto,Sports,1,55.62,37.85,17.77
2025-07-24,Faro,Home Office,7,592.66,389.82,202.84
2025-07-24,Lisbon,Electronics,3,141.3,107.42,33.87
2025-07-25,Coimbra,Fashion,3,227.68,122.25,105.43
2025-07-25,Faro,Books,3,65.3,49.61,15.69
2025-07-25,Faro,Fashion,4,177.92,105.12,72.8
2025-07-25,Braga,Fashion,1,68.64,48.35,20.29
2025-07-25,Lisbon,Fashion,5,285.0,148.53,136.48
2025-07-26,Faro,Fashion,1,46.46,29.36,17.1
2025-07-26,Lisbon,Fashion,6,376.78,226.16,150.62
2025-07-26,Braga,Home Office,7,1025.99,689.65,336.34
2025-07-26,Faro,Home Office,7,674.73,482.36,192.37
2025-07-27,Lisbon,Home Office,1,136.75,71.71,65.04
2025-07-27,Braga,Sports,2,199.53,120.14,79.39
2025-07-27,Lisbon,Home Office,7,609.97,450.82,159.15
2025-07-27,Coimbra,Electronics,6,1114.33,639.93,474.41
2025-07-27,Lisbon,Fashion,3,112.07,79.54,32.53
2025-07-27,Lisbon,Fashion,3,140.54,89.02,51.52
2025-07-27,Coimbra,Fashion,2,89.56,58.4,31.17
2025-07-27,Porto,Fashion,7,453.93,237.92,216.01
2025-07-27,Porto,Home Office,6,862.71,572.51,290.2
2025-07-28,Braga,Home Office,4,567.04,398.66,168.38
2025-07-28,Faro,Home Office,3,328.63,186.17,142.45
2025-07-28,Coimbra,Books,6,113.49,76.53,36.96
2025-07-28,Lisbon,Sports,3,192.18,136.91,55.26
2025-07-28,Porto,Electronics,5,1179.03,616.39,562.64
2025-07-28,Faro,Books,1,17.01,12.74,4.28
2025-07-28,Coimbra,Fashion,5,352.65,219.58,133.07
2025-07-29,Porto,Electronics,5,1010.18,561.17,449.01
2025-07-29,Braga,Electronics,6,2059.81,1462.79,597.02
2025-07-29,Faro,Electronics,3,531.11,407.3,123.81
2025-07-29,Coimbra,Electronics,4,869.49,457.4,412.1
2025-07-29,Porto,Fashion,6,323.53,191.07,132.46
2025-07-30,Braga,Books,7,106.63,63.58,43.05
2025-07-30,Porto,Sports,2,182.49,125.04,57.45
2025-07-30,Coimbra,Home Office,4,694.19,466.47,227.72
2025-07-30,Braga,Home Office,4,582.53,336.52,246.0
2025-07-30,Braga,Fashion,3,282.87,158.11,124.77
2025-07-30,Faro,Home Office,5,780.85,475.13,305.72
2025-07-30,Faro,Sports,1,46.91,32.87,14.04
2025-07-31,Porto,Books,5,160.56,95.2,65.36
2025-07-31,Coimbra,Books,4,82.79,57.94,24.84
2025-07-31,Coimbra,Home Office,1,117.86,88.52,29.34
2025-07-31,Braga,Home Office,6,940.91,559.85,381.06
2025-07-31,Lisbon,Books,7,94.07,62.91,31.16
2025-07-31,Porto,Books,7,230.28,160.61,69.67
2025-07-31,Porto,Fashion,6,390.48,242.38,148.1
2025-07-31,Faro,Electronics,7,1200.92,878.93,322.0
2025-07-31,Braga,Home Office,1,106.58,66.72,39.85
2025-08-01,Porto,Books,5,124.92,93.54,31.39
2025-08-01,Braga,Electronics,4,778.37,448.49,329.88
2025-08-01,Coimbra,Sports,3,193.03,138.4,54.62
2025-08-01,Faro,Sports,5,338.75,198.25,140.5
2025-08-01,Braga,Fashion,5,112.92,79.99,32.94
2025-08-01,Faro,Electronics,5,1259.67,936.15,323.52
2025-08-01,Lisbon,Home Office,2,328.18,216.01,112.18
2025-08-01,Coimbra,Fashion,6,276.34,199.96,76.38
2025-08-02,Braga,Sports,5,197.83,141.03,56.8
2025-08-02,Porto,Sports,7,418.48,243.36,175.12
2025-08-02,Coimbra,Books,7,76.43,46.92,29.52
2025-08-02,Braga,Sports,2,157.03,101.51,55.52
